clip_identifier	duration	match_id	round	prompt_id	game_type	correct_word/image	distractors	prompt_status	prompt_num
0iv2hqsg_r01_s1_p007	36	0iv2hqsg	r01	image_p24756	image	/dogs/Shetland_sheepdog/n02105855_1791.jpg	['/dogs/Shetland_sheepdog/n02105855_3892.jpg', '/dogs/Shetland_sheepdog/n02105855_10167.jpg', '/dogs/Shetland_sheepdog/n02105855_742.jpg', '/dogs/Shetland_sheepdog/n02105855_142.jpg', '/dogs/Shetland_sheepdog/n02105855_15506.jpg', '/dogs/Shetland_sheepdog/n02105855_16556.jpg', '/dogs/Shetland_sheepdog/n02105855_5880.jpg', '/dogs/Shetland_sheepdog/n02105855_7896.jpg', '/dogs/Shetland_sheepdog/n02105855_9857.jpg', '/dogs/Shetland_sheepdog/n02105855_10636.jpg', '/dogs/Shetland_sheepdog/n02105855_3498.jpg']	win	7
0iv2hqsg_r02_s1_p000	49	0iv2hqsg	r02	taboo_en_p2050	word	Captain America	['Movie', 'Fictional', 'Superhero', 'Comic Book', 'Marvel']	win	0
0iv2hqsg_r02_s1_p001	23	0iv2hqsg	r02	taboo_en_p2200	word	Gold	['Silver', 'Diamond', 'Mineral', 'Yellow', 'Shiny']	win	1
0iv2hqsg_r02_s1_p002	26	0iv2hqsg	r02	taboo_en_p2442	word	Pixel	['Screen', 'Dot', 'Square', 'Color', 'Video']	win	2
0iv2hqsg_r02_s1_p004	15	0iv2hqsg	r02	taboo_en_p0140	word	Museum	['Art', 'Building', 'Painting', 'Exhibition', 'Collection']	loss	4
0iv2hqsg_r02_s1_p005	47	0iv2hqsg	r02	taboo_en_p1889	word	World	['Earth', 'Globe', 'International', 'Region', 'People']	win	5
0iv2hqsg_r02_s1_p006	57	0iv2hqsg	r02	taboo_en_p2350	word	Metal	['Iron', 'Hard', 'Material', 'Dense', 'Manufactured']	win	6
0iv2hqsg_r02_s1_p007	12	0iv2hqsg	r02	taboo_en_p2479	word	Research	['Paper', 'Investigate', 'Undertake', 'Document', 'Report']	win	7
0iv2hqsg_r03_s1_p001	33	0iv2hqsg	r03	taboo_en_p0134	word	Investigate	['Crime', 'Police', 'Clue', 'Detective', 'Solve']	win	1
0iv2hqsg_r03_s1_p002	33	0iv2hqsg	r03	taboo_en_p2313	word	Light	['Dark', 'Bright', 'See', 'Sun', 'Bulb']	win	2
0iv2hqsg_r03_s1_p003	61	0iv2hqsg	r03	taboo_en_p0043	word	Creme caramel	['Milk', 'Mould', 'Dessert', 'Egg', 'Syrup']	win	3
0iv2hqsg_r03_s1_p005	63	0iv2hqsg	r03	taboo_en_p2020	word	Billie Holiday	['Jazz', 'Singer', 'Swing', 'Vocal', 'Scat']	loss	5
0iv2hqsg_r03_s1_p006	34	0iv2hqsg	r03	taboo_en_p2443	word	Planet	['Earth', 'Venus', 'Saturn', 'Space', 'Mass']	win	6
0iv2hqsg_r03_s1_p008	43	0iv2hqsg	r03	taboo_en_p0072	word	School uniform	['Garment', 'Children', 'School', 'Clothing', 'School']	win	8
0iv2hqsg_r04_s1_p000	37	0iv2hqsg	r04	image_p0340	image	/birds/Brewer_Blackbird/Brewer_Blackbird_0018_2261.jpg	['/birds/Brewer_Blackbird/Brewer_Blackbird_0012_2691.jpg', '/birds/Brewer_Blackbird/Brewer_Blackbird_0080_2234.jpg', '/birds/Brewer_Blackbird/Brewer_Blackbird_0132_2293.jpg', '/birds/Brewer_Blackbird/Brewer_Blackbird_0112_2340.jpg', '/birds/Brewer_Blackbird/Brewer_Blackbird_0115_2279.jpg', '/birds/Brewer_Blackbird/Brewer_Blackbird_0066_2693.jpg', '/birds/Brewer_Blackbird/Brewer_Blackbird_0035_2611.jpg', '/birds/Brewer_Blackbird/Brewer_Blackbird_0010_2269.jpg', '/birds/Brewer_Blackbird/Brewer_Blackbird_0042_2302.jpg', '/birds/Brewer_Blackbird/Brewer_Blackbird_0095_2610.jpg', '/birds/Brewer_Blackbird/Brewer_Blackbird_0074_2277.jpg']	win	0
0iv2hqsg_r04_s1_p001	39	0iv2hqsg	r04	image_p2839	image	/ifood/mussel/train_064162.jpg	['/ifood/mussel/train_064619.jpg', '/ifood/mussel/train_064583.jpg', '/ifood/mussel/train_064577.jpg', '/ifood/mussel/train_064540.jpg', '/ifood/mussel/train_064235.jpg', '/ifood/mussel/train_064310.jpg', '/ifood/mussel/train_064119.jpg', '/ifood/mussel/train_064428.jpg', '/ifood/mussel/train_064286.jpg', '/ifood/mussel/train_064429.jpg', '/ifood/mussel/train_064569.jpg']	win	1
0iv2hqsg_r04_s1_p002	35	0iv2hqsg	r04	image_p42350	image	/ifood/chocolate_mousse/train_027468.jpg	['/ifood/chocolate_mousse/train_027513.jpg', '/ifood/chocolate_mousse/train_027564.jpg', '/ifood/chocolate_mousse/train_027206.jpg', '/ifood/chocolate_mousse/train_027396.jpg', '/ifood/chocolate_mousse/train_027674.jpg', '/ifood/chocolate_mousse/train_027576.jpg', '/ifood/chocolate_mousse/train_027167.jpg', '/ifood/chocolate_mousse/train_027334.jpg', '/ifood/chocolate_mousse/train_027742.jpg', '/ifood/chocolate_mousse/train_027386.jpg', '/ifood/chocolate_mousse/train_027286.jpg']	win	2
0iv2hqsg_r04_s1_p003	21	0iv2hqsg	r04	image_p47012	image	/ifood/baklava/train_023688.jpg	['/ifood/baklava/train_023781.jpg', '/ifood/baklava/train_023856.jpg', '/ifood/baklava/train_023386.jpg', '/ifood/baklava/train_023692.jpg', '/ifood/baklava/train_023885.jpg', '/ifood/baklava/train_023551.jpg', '/ifood/baklava/train_023718.jpg', '/ifood/baklava/train_023851.jpg', '/ifood/baklava/train_023641.jpg', '/ifood/baklava/train_023501.jpg', '/ifood/baklava/train_023691.jpg']	win	3
0iv2hqsg_r04_s1_p004	18	0iv2hqsg	r04	image_p31646	image	/dogs/Brittany_spaniel/n02101388_9859.jpg	['/dogs/Brittany_spaniel/n02101388_9801.jpg', '/dogs/Brittany_spaniel/n02101388_454.jpg', '/dogs/Brittany_spaniel/n02101388_190.jpg', '/dogs/Brittany_spaniel/n02101388_2889.jpg', '/dogs/Brittany_spaniel/n02101388_10502.jpg', '/dogs/Brittany_spaniel/n02101388_5816.jpg', '/dogs/Brittany_spaniel/n02101388_96.jpg', '/dogs/Brittany_spaniel/n02101388_3536.jpg', '/dogs/Brittany_spaniel/n02101388_3927.jpg', '/dogs/Brittany_spaniel/n02101388_1941.jpg', '/dogs/Brittany_spaniel/n02101388_4110.jpg']	win	4
0iv2hqsg_r04_s1_p005	33	0iv2hqsg	r04	image_p24194	image	/dogs/Japanese_spaniel/n02085782_382.jpg	['/dogs/Japanese_spaniel/n02085782_267.jpg', '/dogs/Japanese_spaniel/n02085782_1039.jpg', '/dogs/Japanese_spaniel/n02085782_4616.jpg', '/dogs/Japanese_spaniel/n02085782_3727.jpg', '/dogs/Japanese_spaniel/n02085782_668.jpg', '/dogs/Japanese_spaniel/n02085782_1764.jpg', '/dogs/Japanese_spaniel/n02085782_3052.jpg', '/dogs/Japanese_spaniel/n02085782_126.jpg', '/dogs/Japanese_spaniel/n02085782_1724.jpg', '/dogs/Japanese_spaniel/n02085782_2128.jpg', '/dogs/Japanese_spaniel/n02085782_2.jpg']	win	5
0iv2hqsg_r04_s1_p006	34	0iv2hqsg	r04	image_p41873	image	/dogs/Irish_water_spaniel/n02102973_1643.jpg	['/dogs/Irish_water_spaniel/n02102973_645.jpg', '/dogs/Irish_water_spaniel/n02102973_2473.jpg', '/dogs/Irish_water_spaniel/n02102973_644.jpg', '/dogs/Irish_water_spaniel/n02102973_2579.jpg', '/dogs/Irish_water_spaniel/n02102973_2226.jpg', '/dogs/Irish_water_spaniel/n02102973_3840.jpg', '/dogs/Irish_water_spaniel/n02102973_2645.jpg', '/dogs/Irish_water_spaniel/n02102973_4469.jpg', '/dogs/Irish_water_spaniel/n02102973_775.jpg', '/dogs/Irish_water_spaniel/n02102973_26.jpg', '/dogs/Irish_water_spaniel/n02102973_1116.jpg']	win	6
0iv2hqsg_r04_s1_p007	31	0iv2hqsg	r04	image_p49959	image	/birds/Pelagic_Cormorant/Pelagic_Cormorant_0047_23718.jpg	['/birds/Pelagic_Cormorant/Pelagic_Cormorant_0025_23776.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0096_23775.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0054_23812.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0003_23695.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0024_23712.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0071_23964.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0017_23875.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0088_23855.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0005_23720.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0009_23561.jpg', '/birds/Pelagic_Cormorant/Pelagic_Cormorant_0093_23722.jpg']	win	7
0x15x1bj_r00_s0_p000	15	0x15x1bj	r00	image_p10925	image	/ifood/kedgeree/train_029595.jpg	['/ifood/kedgeree/train_029881.jpg', '/ifood/kedgeree/train_029817.jpg', '/ifood/kedgeree/train_029618.jpg', '/ifood/kedgeree/train_029873.jpg', '/ifood/kedgeree/train_029727.jpg', '/ifood/kedgeree/train_029879.jpg', '/ifood/kedgeree/train_029813.jpg', '/ifood/kedgeree/train_029820.jpg', '/ifood/kedgeree/train_029809.jpg', '/ifood/kedgeree/train_029593.jpg', '/ifood/kedgeree/train_029781.jpg']	win	0
0x15x1bj_r00_s0_p001	34	0x15x1bj	r00	image_p38620	image	/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0007_42214.jpg	['/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0009_42234.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0027_42388.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0053_42184.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0067_42185.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0039_42423.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0023_42565.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0021_42378.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0024_42506.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0011_42554.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0012_42253.jpg', '/birds/Vermilion_Flycatcher/Vermilion_Flycatcher_0031_42201.jpg']	win	1
0x15x1bj_r00_s0_p002	41	0x15x1bj	r00	image_p18538	image	/birds/Groove_billed_Ani/Groove_Billed_Ani_0004_1528.jpg	['/birds/Groove_billed_Ani/Groove_Billed_Ani_0047_1706.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0088_1678.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0105_1562.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0076_1661.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0074_1730.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0007_1615.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0062_1767.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0090_1567.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0085_1612.jpg', '/birds/Groove_billed_Ani/Groove_Billed_Ani_0094_1540.jpg']	loss	2
0x15x1bj_r00_s0_p003	30	0x15x1bj	r00	image_p33280	image	/dogs/Walker_hound/n02089867_1079.jpg	['/dogs/Walker_hound/n02089867_4004.jpg', '/dogs/Walker_hound/n02089867_2950.jpg', '/dogs/Walker_hound/n02089867_1921.jpg', '/dogs/Walker_hound/n02089867_1295.jpg', '/dogs/Walker_hound/n02089867_1212.jpg', '/dogs/Walker_hound/n02089867_880.jpg', '/dogs/Walker_hound/n02089867_347.jpg', '/dogs/Walker_hound/n02089867_55.jpg', '/dogs/Walker_hound/n02089867_1105.jpg', '/dogs/Walker_hound/n02089867_1133.jpg', '/dogs/Walker_hound/n02089867_2227.jpg']	win	3
0x15x1bj_r00_s0_p004	28	0x15x1bj	r00	image_p44726	image	/birds/Eared_Grebe/Eared_Grebe_0027_34341.jpg	['/birds/Eared_Grebe/Eared_Grebe_0053_34084.jpg', '/birds/Eared_Grebe/Eared_Grebe_0073_34172.jpg', '/birds/Eared_Grebe/Eared_Grebe_0032_34078.jpg', '/birds/Eared_Grebe/Eared_Grebe_0074_34238.jpg', '/birds/Eared_Grebe/Eared_Grebe_0034_34142.jpg', '/birds/Eared_Grebe/Eared_Grebe_0001_34433.jpg', '/birds/Eared_Grebe/Eared_Grebe_0029_34258.jpg', '/birds/Eared_Grebe/Eared_Grebe_0040_34340.jpg', '/birds/Eared_Grebe/Eared_Grebe_0056_34098.jpg', '/birds/Eared_Grebe/Eared_Grebe_0017_34139.jpg', '/birds/Eared_Grebe/Eared_Grebe_0057_34274.jpg']	win	4
0x15x1bj_r00_s0_p005	22	0x15x1bj	r00	image_p33759	image	/dogs/EntleBucher/n02108000_148.jpg	['/dogs/EntleBucher/n02108000_143.jpg', '/dogs/EntleBucher/n02108000_331.jpg', '/dogs/EntleBucher/n02108000_3074.jpg', '/dogs/EntleBucher/n02108000_3027.jpg', '/dogs/EntleBucher/n02108000_1291.jpg', '/dogs/EntleBucher/n02108000_2212.jpg', '/dogs/EntleBucher/n02108000_2369.jpg', '/dogs/EntleBucher/n02108000_157.jpg', '/dogs/EntleBucher/n02108000_2457.jpg', '/dogs/EntleBucher/n02108000_2878.jpg', '/dogs/EntleBucher/n02108000_1225.jpg']	win	5
0x15x1bj_r00_s0_p006	28	0x15x1bj	r00	image_p14838	image	/birds/Parakeet_Auklet/Parakeet_Auklet_0036_795943.jpg	['/birds/Parakeet_Auklet/Parakeet_Auklet_0017_795924.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0050_795957.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0013_795970.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0074_795976.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0039_795955.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0080_795965.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0059_795973.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0042_795961.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0055_795963.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0056_795926.jpg', '/birds/Parakeet_Auklet/Parakeet_Auklet_0008_795992.jpg']	win	6
0x15x1bj_r00_s0_p007	16	0x15x1bj	r00	image_p4841	image	/ifood/mussel/train_064258.jpg	['/ifood/mussel/train_064356.jpg', '/ifood/mussel/train_064230.jpg', '/ifood/mussel/train_064493.jpg', '/ifood/mussel/train_064235.jpg', '/ifood/mussel/train_064181.jpg', '/ifood/mussel/train_064430.jpg', '/ifood/mussel/train_064363.jpg', '/ifood/mussel/train_064358.jpg', '/ifood/mussel/train_064577.jpg', '/ifood/mussel/train_064162.jpg', '/ifood/mussel/train_064583.jpg']	win	7
0x15x1bj_r00_s0_p008	15	0x15x1bj	r00	image_p45654	image	/ifood/mussel/train_064119.jpg	['/ifood/mussel/train_064569.jpg', '/ifood/mussel/train_064486.jpg', '/ifood/mussel/train_064235.jpg', '/ifood/mussel/train_064406.jpg', '/ifood/mussel/train_064302.jpg', '/ifood/mussel/train_064521.jpg', '/ifood/mussel/train_064583.jpg', '/ifood/mussel/train_064340.jpg', '/ifood/mussel/train_064122.jpg', '/ifood/mussel/train_064428.jpg', '/ifood/mussel/train_064619.jpg']	win	8
1w0fbf7w_r00_s0_p000	24	1w0fbf7w	r00	image_p26301	image	/birds/Frigatebird/Frigatebird_0047_43039.jpg	['/birds/Frigatebird/Frigatebird_0089_43013.jpg', '/birds/Frigatebird/Frigatebird_0098_43207.jpg', '/birds/Frigatebird/Frigatebird_0116_43410.jpg', '/birds/Frigatebird/Frigatebird_0045_42823.jpg', '/birds/Frigatebird/Frigatebird_0052_43411.jpg', '/birds/Frigatebird/Frigatebird_0023_43110.jpg', '/birds/Frigatebird/Frigatebird_0073_43038.jpg', '/birds/Frigatebird/Frigatebird_0129_43183.jpg', '/birds/Frigatebird/Frigatebird_0050_43084.jpg', '/birds/Frigatebird/Frigatebird_0005_42828.jpg', '/birds/Frigatebird/Frigatebird_0040_42860.jpg']	win	0
1w0fbf7w_r00_s0_p001	29	1w0fbf7w	r00	image_p33587	image	/ifood/pizza/train_079277.jpg	['/ifood/pizza/train_079251.jpg', '/ifood/pizza/train_079442.jpg', '/ifood/pizza/train_079252.jpg', '/ifood/pizza/train_079373.jpg', '/ifood/pizza/train_079171.jpg', '/ifood/pizza/train_079168.jpg', '/ifood/pizza/train_079403.jpg', '/ifood/pizza/train_079417.jpg', '/ifood/pizza/train_079162.jpg', '/ifood/pizza/train_079158.jpg', '/ifood/pizza/train_079205.jpg']	win	1
1w0fbf7w_r00_s0_p002	22	1w0fbf7w	r00	image_p30997	image	/ifood/panna_cotta/train_078898.jpg	['/ifood/panna_cotta/train_079040.jpg', '/ifood/panna_cotta/train_078728.jpg', '/ifood/panna_cotta/train_078635.jpg', '/ifood/panna_cotta/train_078799.jpg', '/ifood/panna_cotta/train_079021.jpg', '/ifood/panna_cotta/train_078909.jpg', '/ifood/panna_cotta/train_079000.jpg', '/ifood/panna_cotta/train_079114.jpg', '/ifood/panna_cotta/train_079138.jpg', '/ifood/panna_cotta/train_079126.jpg', '/ifood/panna_cotta/train_078933.jpg']	win	2
1w0fbf7w_r00_s0_p003	23	1w0fbf7w	r00	image_p30336	image	/ifood/dumpling/train_085720.jpg	['/ifood/dumpling/train_085315.jpg', '/ifood/dumpling/train_085303.jpg', '/ifood/dumpling/train_085666.jpg', '/ifood/dumpling/train_085824.jpg', '/ifood/dumpling/train_085626.jpg', '/ifood/dumpling/train_085405.jpg', '/ifood/dumpling/train_085745.jpg', '/ifood/dumpling/train_085460.jpg', '/ifood/dumpling/train_085881.jpg', '/ifood/dumpling/train_085706.jpg', '/ifood/dumpling/train_085397.jpg']	win	3
1w0fbf7w_r00_s0_p004	11	1w0fbf7w	r00	image_p23205	image	/dogs/Newfoundland/n02111277_5956.jpg	['/dogs/Newfoundland/n02111277_6213.jpg', '/dogs/Newfoundland/n02111277_6891.jpg', '/dogs/Newfoundland/n02111277_182.jpg', '/dogs/Newfoundland/n02111277_289.jpg', '/dogs/Newfoundland/n02111277_7760.jpg', '/dogs/Newfoundland/n02111277_371.jpg', '/dogs/Newfoundland/n02111277_14601.jpg', '/dogs/Newfoundland/n02111277_1177.jpg', '/dogs/Newfoundland/n02111277_3056.jpg', '/dogs/Newfoundland/n02111277_4263.jpg', '/dogs/Newfoundland/n02111277_1572.jpg']	win	4
1w0fbf7w_r00_s0_p005	24	1w0fbf7w	r00	image_p20627	image	/dogs/Japanese_spaniel/n02085782_2640.jpg	['/dogs/Japanese_spaniel/n02085782_313.jpg', '/dogs/Japanese_spaniel/n02085782_1077.jpg', '/dogs/Japanese_spaniel/n02085782_664.jpg', '/dogs/Japanese_spaniel/n02085782_3052.jpg', '/dogs/Japanese_spaniel/n02085782_2690.jpg', '/dogs/Japanese_spaniel/n02085782_4042.jpg', '/dogs/Japanese_spaniel/n02085782_2182.jpg', '/dogs/Japanese_spaniel/n02085782_382.jpg', '/dogs/Japanese_spaniel/n02085782_1039.jpg', '/dogs/Japanese_spaniel/n02085782_4616.jpg', '/dogs/Japanese_spaniel/n02085782_4698.jpg']	win	5
1w0fbf7w_r00_s0_p006	20	1w0fbf7w	r00	image_p7389	image	/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0038_797309.jpg	['/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0068_27196.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0010_27039.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0013_27110.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0046_797295.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0030_27068.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0075_27165.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0037_27088.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0025_797274.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0023_797288.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0076_27200.jpg', '/birds/Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0043_26990.jpg']	win	6
1w0fbf7w_r00_s0_p007	32	1w0fbf7w	r00	image_p16996	image	/ifood/fried_calamari/train_072501.jpg	['/ifood/fried_calamari/train_072700.jpg', '/ifood/fried_calamari/train_072481.jpg', '/ifood/fried_calamari/train_072679.jpg', '/ifood/fried_calamari/train_072449.jpg', '/ifood/fried_calamari/train_072507.jpg', '/ifood/fried_calamari/train_072348.jpg', '/ifood/fried_calamari/train_072714.jpg', '/ifood/fried_calamari/train_072710.jpg', '/ifood/fried_calamari/train_072718.jpg', '/ifood/fried_calamari/train_072592.jpg', '/ifood/fried_calamari/train_072616.jpg']	win	7
1w0fbf7w_r00_s0_p008	18	1w0fbf7w	r00	image_p23345	image	/dogs/Welsh_springer_spaniel/n02102177_2405.jpg	['/dogs/Welsh_springer_spaniel/n02102177_3388.jpg', '/dogs/Welsh_springer_spaniel/n02102177_2677.jpg', '/dogs/Welsh_springer_spaniel/n02102177_1187.jpg', '/dogs/Welsh_springer_spaniel/n02102177_48.jpg', '/dogs/Welsh_springer_spaniel/n02102177_803.jpg', '/dogs/Welsh_springer_spaniel/n02102177_2365.jpg', '/dogs/Welsh_springer_spaniel/n02102177_1763.jpg', '/dogs/Welsh_springer_spaniel/n02102177_2054.jpg', '/dogs/Welsh_springer_spaniel/n02102177_1472.jpg', '/dogs/Welsh_springer_spaniel/n02102177_24.jpg', '/dogs/Welsh_springer_spaniel/n02102177_1874.jpg']	win	8
1w0fbf7w_r00_s0_p009	23	1w0fbf7w	r00	image_p16669	image	/ifood/compote/train_001141.jpg	['/ifood/compote/train_001095.jpg', '/ifood/compote/train_001051.jpg', '/ifood/compote/train_000907.jpg', '/ifood/compote/train_000906.jpg', '/ifood/compote/train_000873.jpg', '/ifood/compote/train_000705.jpg', '/ifood/compote/train_000940.jpg', '/ifood/compote/train_000813.jpg', '/ifood/compote/train_001082.jpg', '/ifood/compote/train_000548.jpg', '/ifood/compote/train_001117.jpg']	win	9
1w0fbf7w_r00_s0_p010	23	1w0fbf7w	r00	image_p46464	image	/ifood/croque_madame/train_094391.jpg	['/ifood/croque_madame/train_094324.jpg', '/ifood/croque_madame/train_094401.jpg', '/ifood/croque_madame/train_094482.jpg', '/ifood/croque_madame/train_094513.jpg', '/ifood/croque_madame/train_094189.jpg', '/ifood/croque_madame/train_094012.jpg', '/ifood/croque_madame/train_094492.jpg', '/ifood/croque_madame/train_094034.jpg', '/ifood/croque_madame/train_094257.jpg', '/ifood/croque_madame/train_094343.jpg', '/ifood/croque_madame/train_094418.jpg']	win	10
1w0fbf7w_r00_s0_p011	28	1w0fbf7w	r00	image_p30119	image	/ifood/mussel/train_064486.jpg	['/ifood/mussel/train_064358.jpg', '/ifood/mussel/train_064330.jpg', '/ifood/mussel/train_064368.jpg', '/ifood/mussel/train_064181.jpg', '/ifood/mussel/train_064359.jpg', '/ifood/mussel/train_064355.jpg', '/ifood/mussel/train_064493.jpg', '/ifood/mussel/train_064428.jpg', '/ifood/mussel/train_064119.jpg', '/ifood/mussel/train_064310.jpg', '/ifood/mussel/train_064406.jpg']	win	11
1w0fbf7w_r01_s0_p000	37	1w0fbf7w	r01	image_p23227	image	/dogs/cats/cat00030.jpeg	['/dogs/cats/cat00020.jpeg', '/dogs/cats/cat00016.jpeg', '/dogs/cats/cat00008.jpeg', '/dogs/cats/cat00005.jpeg', '/dogs/cats/cat00007.jpeg', '/dogs/cats/cat00028.jpeg', '/dogs/cats/cat00014.jpeg', '/dogs/cats/cat00021.jpeg', '/dogs/cats/cat00004.jpeg', '/dogs/cats/cat00025.jpeg', '/dogs/cats/cat00027.jpeg']	win	0
1w0fbf7w_r01_s0_p001	32	1w0fbf7w	r01	image_p32944	image	/birds/Chuck_will_Widow/Chuck_Will_Widow_0028_796988.jpg	['/birds/Chuck_will_Widow/Chuck_Will_Widow_0027_796978.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0010_796964.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0043_797001.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0023_796979.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0042_796983.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0049_22747.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0005_796998.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0053_796953.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0054_22782.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0059_796982.jpg', '/birds/Chuck_will_Widow/Chuck_Will_Widow_0040_796976.jpg']	win	1
1w0fbf7w_r01_s0_p002	37	1w0fbf7w	r01	image_p6051	image	/ifood/upside_down_cake/train_113557.jpg	['/ifood/upside_down_cake/train_113528.jpg', '/ifood/upside_down_cake/train_113569.jpg', '/ifood/upside_down_cake/train_113432.jpg', '/ifood/upside_down_cake/train_113877.jpg', '/ifood/upside_down_cake/train_113771.jpg', '/ifood/upside_down_cake/train_113525.jpg', '/ifood/upside_down_cake/train_113627.jpg', '/ifood/upside_down_cake/train_113492.jpg', '/ifood/upside_down_cake/train_113515.jpg', '/ifood/upside_down_cake/train_113554.jpg', '/ifood/upside_down_cake/train_113536.jpg']	win	2
1w0fbf7w_r01_s0_p003	15	1w0fbf7w	r01	image_p45771	image	/dogs/papillon/n02086910_7766.jpg	['/dogs/papillon/n02086910_3140.jpg', '/dogs/papillon/n02086910_2410.jpg', '/dogs/papillon/n02086910_7301.jpg', '/dogs/papillon/n02086910_4182.jpg', '/dogs/papillon/n02086910_6373.jpg', '/dogs/papillon/n02086910_2670.jpg', '/dogs/papillon/n02086910_3338.jpg', '/dogs/papillon/n02086910_3616.jpg', '/dogs/papillon/n02086910_8194.jpg', '/dogs/papillon/n02086910_6207.jpg', '/dogs/papillon/n02086910_8120.jpg']	win	3
1w0fbf7w_r01_s0_p004	18	1w0fbf7w	r01	image_p14833	image	/dogs/Japanese_spaniel/n02085782_3727.jpg	['/dogs/Japanese_spaniel/n02085782_668.jpg', '/dogs/Japanese_spaniel/n02085782_3052.jpg', '/dogs/Japanese_spaniel/n02085782_664.jpg', '/dogs/Japanese_spaniel/n02085782_126.jpg', '/dogs/Japanese_spaniel/n02085782_1764.jpg', '/dogs/Japanese_spaniel/n02085782_382.jpg', '/dogs/Japanese_spaniel/n02085782_2182.jpg', '/dogs/Japanese_spaniel/n02085782_313.jpg', '/dogs/Japanese_spaniel/n02085782_2074.jpg', '/dogs/Japanese_spaniel/n02085782_1077.jpg', '/dogs/Japanese_spaniel/n02085782_4616.jpg']	win	4
